id,required_skills,candidate_skills,degree,years_experience,overlap,fit,probability,missing_skills
FIT0503,"Azure, Django, Excel, Python, React","Docker, Java, JavaScript, Linux, Pandas, Tableau",Bachelors,3.0,0.0,0.0,0.24,"Azure, Django, Excel, Python, React"
FIT0504,"Airflow, Docker, Git, GraphQL, R","AWS, CI/CD, Django, Git, JavaScript, PyTorch, Python, R",Bachelors,6.3,2.0,0.0,0.539,"Airflow, Docker, GraphQL"
FIT0505,"CI/CD, Django, Kubernetes, NumPy, PyTorch, Python","AWS, Git, Hadoop, Java, Kubernetes, Node.js, REST, TensorFlow",Bachelors,4.5,1.0,0.0,0.385,"CI/CD, Django, NumPy, PyTorch, Python"
FIT0506,"AWS, Azure, Docker, Hadoop, Power BI, PyTorch, REST, TypeScript","AWS, Power BI, Python, TypeScript",Bachelors,3.8,3.0,1.0,0.564,"Azure, Docker, Hadoop, PyTorch, REST"
FIT0507,"Airflow, CI/CD, Node.js, Power BI, PyTorch, Scikit-learn, Spark","Azure, Excel, Java, JavaScript, Python, REST, TensorFlow",Bachelors,0.8,0.0,0.0,0.174,"Airflow, CI/CD, Node.js, Power BI, PyTorch, Scikit-learn, Spark"
FIT0508,"Azure, Flask, Git, Power BI, R","AWS, Azure, Excel, GraphQL, NumPy, Pandas, Power BI, Tableau, TensorFlow",PhD,5.5,2.0,1.0,0.575,"Flask, Git, R"
FIT0509,,"Azure, Docker, Power BI, R, Spark, Tableau, TensorFlow",Masters,3.8,2.0,1.0,0.524,"AWS, Node.js, REST"
fit0510,"ci/cd, docker, etl, graphql, kubernetes, power bi, r","django, gcp, graphql, node.js, tableau",no degree,6.6,1.0,1.0,0.448,"ci/cd, docker, etl, kubernetes, power bi, r"
FIT0511,"Airflow, Django, Hadoop, Kubernetes, Linux, PyTorch, REST, Scikit-learn","Airflow, Flask, GCP, Git, Kubernetes, R, React",Bachelors,3.2,2.0,0.0,0.446,"Django, Hadoop, Linux, PyTorch, REST, Scikit-learn"
FIT0512,"Azure, Flask, Hadoop, Power BI, Python, Scikit-learn","Hadoop, JavaScript, Node.js, Python, TensorFlow",Bachelors,0.7,2.0,0.0,0.371,"Azure, Flask, Power BI, Scikit-learn"
FIT0513,"Airflow, Django, Java, REST, React, TensorFlow","Git, Hadoop, NumPy, Pandas, Power BI, PyTorch, Python, REST, Tableau",Masters,3.3,1.0,0.0,0.409,"Airflow, Django, Java, React, TensorFlow"
FIT0514,"CI/CD, Java, Kubernetes, NumPy, PyTorch, Tableau","ETL, GCP, Git, Hadoop, Python, SQL",Bachelors,3.2,0.0,0.0,0.246,"CI/CD, Java, Kubernetes, NumPy, PyTorch, Tableau"
FIT0515,"Airflow, Azure, JavaScript, Linux, Power BI, R, Tableau","AWS, Django, Docker, ETL, NumPy, Spark, Tableau",Bachelors,2.7,1.0,0.0,0.331,"Airflow, Azure, JavaScript, Linux, Power BI, R"
FIT0516,"AWS, CI/CD, Docker, GraphQL, NumPy, Python","Airflow, Git, JavaScript, Kubernetes, NumPy, R, TypeScript",PhD,4.7,1.0,0.0,0.451,"AWS, CI/CD, Docker, GraphQL, Python"
FIT0517,"Airflow, Azure, Docker, Flask, Kubernetes, Tableau","AWS, GraphQL, JavaScript, Node.js, NumPy, Power BI, SQL, Spark, TypeScript",Bachelors,3.3,0.0,0.0,0.249,"Airflow, Azure, Docker, Flask, Kubernetes, Tableau"
FIT0518,"Django, Flask, Java, Linux, R, Spark, TypeScript","Django, Excel, GraphQL, REST, TensorFlow",PhD,1.6,1.0,0.0,0.358,"Flask, Java, Linux, R, Spark, TypeScript"
FIT0519,"AWS, CI/CD, ETL, Node.js, Pandas, R, TypeScript","Azure, Django, Linux, Power BI, PyTorch, Python, Scikit-learn, Spark, TensorFlow",Bachelors,3.7,0.0,0.0,0.261,"AWS, CI/CD, ETL, Node.js, Pandas, R, TypeScript"
FIT0520,"CI/CD, Flask, GraphQL, Kubernetes, Linux, SQL","Airflow, Azure, Docker, GCP, Git, Python, REST, SQL",Bachelors,6.6,1.0,1.0,0.448,"CI/CD, Flask, GraphQL, Kubernetes, Linux"
FIT0521,"Airflow, Git, Node.js, Power BI, R, Spark","AWS, Airflow, Node.js, TensorFlow",Masters,3.0,2.0,1.0,0.5,"Git, Power BI, R, Spark"
FIT0522,"Azure, Django, ETL, Excel, Java, Power BI, TypeScript","Azure, GraphQL, Kubernetes, R, Spark",PhD,2.9,1.0,0.0,0.397,"Django, ETL, Excel, Java, Power BI, TypeScript"
FIT0523,"AWS, Azure, Django, Git, Kubernetes, NumPy, R, TensorFlow","Azure, CI/CD, Docker, ETL, Git, Node.js, PyTorch, Scikit-learn, TypeScript",Bachelors,4.7,2.0,1.0,0.491,
FIT0524,"Airflow, Azure, Excel, Kubernetes, Power BI, TensorFlow","Azure, Git, JavaScript, Kubernetes, Linux, TypeScript",No Degree,6.6,2.0,,0.548,"Airflow, Excel, Power BI, TensorFlow"
FIT0525,"Docker, ETL, GraphQL, Hadoop, Kubernetes, R, SQL","Azure, Docker, ETL, JavaScript, Kubernetes, NumPy, Power BI, REST, Spark",PhD,4.3,3.0,1.0,0.639,"GraphQL, Hadoop, R, SQL"
FIT0526,"AWS, CI/CD, JavaScript, Linux, Pandas, Power BI, Scikit-learn","Azure, Java, React, TensorFlow",Bachelors,0.1,0.0,1.0,0.153,"AWS, CI/CD, JavaScript, Linux, Pandas, Power BI, Scikit-learn"
FIT0527,"AWS, Django, GraphQL, JavaScript, Kubernetes, Pandas, Python, TensorFlow","GCP, Git, GraphQL, Scikit-learn, TypeScript",Bachelors,5.4,1.0,1.0,0.412,"AWS, Django, JavaScript, Kubernetes, Pandas, Python, TensorFlow"
FIT0528,"Excel, Linux, Node.js, R, TypeScript","ETL, Kubernetes, NumPy, Scikit-learn, TensorFlow",Bachelors,4.9,0.0,0.0,0.297,"Excel, Linux, Node.js, R, TypeScript"
FIT0529,"Docker, GraphQL, Java, JavaScript, Pandas, REST, React, Spark","JavaScript, Pandas, PyTorch, R, REST",Bachelors,5.0,3.0,,0.6,"Docker, GraphQL, Java, React, Spark"
FIT0530,"ETL, Flask, Java, Kubernetes, Power BI, PyTorch","GCP, Kubernetes, Linux, Node.js, Pandas",Masters,0.6,1.0,0.0,0.328,"ETL, Flask, Java, Power BI, PyTorch"
FIT0531,"Airflow, Flask, GCP, Hadoop, SQL, Scikit-learn, Spark","CI/CD, Docker, ETL, GraphQL, NumPy, Pandas, R, Scikit-learn, TypeScript",Masters,3.0,1.0,1.0,0.4,"Airflow, Flask, GCP, Hadoop, SQL, Spark"
FIT0532,"AWS, CI/CD, Flask, Kubernetes, React, TypeScript","Django, ETL, Excel, NumPy, Pandas, Python, Tableau",Masters,5.0,0.0,0.0,0.36,"AWS, CI/CD, Flask, Kubernetes, React, TypeScript"
FIT0533,"Django, GCP, GraphQL, Java, Tableau","Docker, ETL, Linux, Power BI, R, Scikit-learn, Spark",Bachelors,4.1,0.0,0.0,0.273,"Django, GCP, GraphQL, Java, Tableau"
FIT0534,"Flask, GCP, JavaScript, React, SQL, Tableau","GraphQL, Java, Kubernetes, NumPy, REST, Spark, TensorFlow, TypeScript",Bachelors,0.4,0.0,0.0,0.162,"Flask, GCP, JavaScript, React, SQL, Tableau"
FIT0535,"Docker, Excel, Power BI, REST, React","Azure, Django, Excel, Kubernetes, NumPy, Pandas, PyTorch, Python",Bachelors,5.9,1.0,1.0,0.427,"Docker, Power BI, REST, React"
FIT0536,"AWS, Excel, Flask, Kubernetes, Linux, Pandas, PyTorch, React","Django, Hadoop, Node.js, SQL, Scikit-learn",Masters,2.1,0.0,0.0,0.273,"AWS, Excel, Flask, Kubernetes, Linux, Pandas, PyTorch, React"
FIT0537,,"Excel, GCP, GraphQL, Python, Spark",Bachelors,2.5,0.0,0.0,0.225,"CI/CD, Django, Docker, JavaScript, Node.js, NumPy, TensorFlow"
FIT0538,"Git, NumPy, R, Spark, Tableau, TypeScript","GCP, Java, Kubernetes, React, Scikit-learn",Bachelors,0.8,0.0,0.0,0.174,"Git, NumPy, R, Spark, Tableau, TypeScript"
FIT0539,"Docker, GraphQL, JavaScript, Pandas, React, Spark, Tableau, TensorFlow","CI/CD, Excel, GraphQL, React, Tableau, TensorFlow",Bachelors,2.3,4.0,0.0,0.619,"Docker, JavaScript, Pandas, Spark"
FIT0540,"JavaScript, Pandas, PyTorch, SQL, Tableau, TensorFlow","Airflow, CI/CD, Django, GCP, Kubernetes, NumPy, Pandas, Python",Bachelors,2.4,1.0,0.0,0.322,"JavaScript, PyTorch, SQL, Tableau, TensorFlow"
FIT0541,"Docker, Flask, PyTorch, Python, R","GraphQL, Power BI, REST, SQL",Bachelors,4.3,0.0,1.0,0.279,"Docker, Flask, PyTorch, Python, R"
FIT0542,"AWS, CI/CD, Java, Python, Spark","Azure, Django, Flask, Hadoop, Kubernetes, Node.js, NumPy, R, SQL, TypeScript",No Degree,4.8,0.0,0.0,0.294,"AWS, CI/CD, Java, Python, Spark"
FIT0543,"AWS, Java, Kubernetes, Node.js, Scikit-learn, TensorFlow","Flask, Linux, NumPy, R, Spark",Masters,4.8,0.0,0.0,0.354,"AWS, Java, Kubernetes, Node.js, Scikit-learn, TensorFlow"
FIT0544,"AWS, GCP, Kubernetes, Node.js, R","Kubernetes, Linux, Python, TensorFlow, TypeScript",Bachelors,3.3,1.0,0.0,0.349,"AWS, GCP, Node.js, R"
FIT0545,"Azure, Docker, Flask, GraphQL, Node.js, Power BI","Airflow, Django, Docker, GraphQL, Java, Pandas, PyTorch, Python, R, Spark",Masters,3.6,2.0,0.0,0.518,"Azure, Flask, Node.js, Power BI"
FIT0546,"AWS, Django, Docker, ETL, Java, JavaScript","Hadoop, Node.js, Pandas, Python, REST, SQL, TypeScript",Bachelors,3.9,0.0,0.0,0.267,"AWS, Django, Docker, ETL, Java, JavaScript"
FIT0547,"CI/CD, Git, Kubernetes, Python, React","AWS, Django, ETL, Power BI, PyTorch, TypeScript",Masters,7.5,0.0,0.0,0.435,"CI/CD, Git, Kubernetes, Python, React"
FIT0548,"ETL, PyTorch, React, Tableau, TensorFlow","Airflow, Django, Flask, JavaScript, Kubernetes, REST, Scikit-learn, TensorFlow",Masters,5.8,1.0,1.0,0.484,"ETL, PyTorch, React, Tableau"
FIT0549,"ETL, Flask, Power BI, PyTorch, Python","AWS, Azure, Excel, Flask, GraphQL, Hadoop, PyTorch, R, Spark, TypeScript",Bachelors,4.3,2.0,1.0,0.479,"ETL, Power BI, Python"
FIT0550,"GCP, Git, Hadoop, Node.js, NumPy, Pandas, SQL","Azure, Kubernetes, Pandas, Python, Scikit-learn, Spark, TypeScript",Bachelors,4.8,1.0,1.0,0.394,"GCP, Git, Hadoop, Node.js, NumPy, SQL"
FIT0551,"CI/CD, Django, ETL, Excel, GCP, GraphQL, Java, REST","CI/CD, GraphQL, Hadoop, Kubernetes, Pandas, Power BI, R, REST, React, SQL",Bachelors,2.2,3.0,1.0,0.516,"Django, ETL, Excel, GCP, Java"
FIT0552,"GCP, Git, Hadoop, Node.js, NumPy, Power BI, PyTorch, Spark","Airflow, ETL, Excel, Flask, GCP, Kubernetes, Python, SQL, Tableau, TypeScript",Masters,0.0,1.0,0.0,0.31,
fit0553,"aws, django, graphql, hadoop, linux","aws, airflow, graphql, hadoop, kubernetes, python, typescript",masters,1.9,3.0,1.0,0.567,"django, linux"
FIT0554,"Azure, ETL, Kubernetes, Linux, Power BI, Scikit-learn, TensorFlow","Azure, CI/CD, Django, Docker, Excel, Git, Python, R, REST",Bachelors,6.1,1.0,0.0,0.433,"ETL, Kubernetes, Linux, Power BI, Scikit-learn, TensorFlow"
FIT0555,"Azure, ETL, GCP, GraphQL, NumPy, Pandas, Python","AWS, Azure, Django, Docker, Flask, GCP, Node.js, NumPy, Pandas, Power BI",Bachelors,3.2,4.0,,0.646,"ETL, GraphQL, Python"
FIT0556,"Docker, GraphQL, Kubernetes, Pandas, R, Scikit-learn, Tableau","Git, Hadoop, React, Scikit-learn",PhD,0.8,1.0,0.0,0.334,"Docker, GraphQL, Kubernetes, Pandas, R, Tableau"
FIT0557,"Django, Hadoop, PyTorch, Spark, Tableau","CI/CD, Django, ETL, SQL",Bachelors,1.9,1.0,1.0,0.307,"Hadoop, PyTorch, Spark, Tableau"
FIT0558,"Django, Docker, Git, Hadoop, Power BI, R, REST","CI/CD, GraphQL, Hadoop, TypeScript",Bachelors,5.3,1.0,1.0,0.409,"Django, Docker, Git, Power BI, R, REST"
FIT0559,"Flask, Java, JavaScript, NumPy, Pandas, SQL","CI/CD, Django, ETL, Flask, R",Masters,4.8,1.0,0.0,0.454,"Java, JavaScript, NumPy, Pandas, SQL"
FIT0560,"ETL, Node.js, Power BI, R, REST, SQL, Tableau","Excel, GCP, NumPy, PyTorch, SQL, Scikit-learn, Tableau, TypeScript",Bachelors,0.0,2.0,1.0,0.35,"ETL, Node.js, Power BI, R, REST"
FIT0561,"Django, ETL, Kubernetes, Linux, Power BI","CI/CD, Django, Java, Linux, React",Masters,3.4,2.0,,0.512,"ETL, Kubernetes, Power BI"
FIT0562,"Airflow, ETL, NumPy, Power BI, PyTorch, R, React","Excel, JavaScript, Kubernetes, NumPy, R, REST, SQL, Tableau",Bachelors,3.3,2.0,0.0,0.449,"Airflow, ETL, Power BI, PyTorch, React"
FIT0563,"AWS, Azure, Django, Excel, Git, Java, SQL, Spark","CI/CD, Excel, GCP, Pandas, REST, Spark",Bachelors,5.3,2.0,0.0,0.509,"AWS, Azure, Django, Git, Java, SQL"
FIT0564,"CI/CD, Docker, Java, R, REST, Scikit-learn, TensorFlow","Django, Git, Java, Node.js, R, REST, React",Bachelors,4.1,3.0,0.0,,"CI/CD, Docker, Scikit-learn, TensorFlow"
FIT0565,"Airflow, Azure, Django, Docker, ETL","ETL, Excel, GraphQL, JavaScript, Node.js, Pandas, SQL, Tableau",Bachelors,0.7,1.0,0.0,0.271,"Airflow, Azure, Django, Docker"
FIT0566,"AWS, Airflow, Azure, NumPy, Pandas, Spark","AWS, Airflow, Django, Flask, GraphQL, Hadoop, Java, Kubernetes, Linux, PyTorch",Bachelors,7.1,2.0,0.0,0.563,"Azure, NumPy, Pandas, Spark"
FIT0567,"AWS, Django, GraphQL, Node.js, R, TensorFlow","Airflow, GraphQL, Hadoop, Linux, Node.js, NumPy, Power BI, Python, REST, React",Masters,2.6,2.0,1.0,0.488,"AWS, Django, R, TensorFlow"
FIT0568,"CI/CD, Git, Node.js, Python, SQL, TensorFlow","Azure, Django, GCP, JavaScript, PyTorch",Bachelors,5.8,0.0,0.0,0.324,"CI/CD, Git, Node.js, Python, SQL, TensorFlow"
FIT0569,"AWS, Git, Node.js, NumPy, REST, Spark, Tableau","Java, Node.js, PyTorch, Scikit-learn, TensorFlow, TypeScript",Bachelors,2.7,1.0,1.0,0.331,
FIT0570,"AWS, Azure, Django, ETL, Git, REST","AWS, CI/CD, Docker, Python",PhD,3.2,1.0,1.0,0.406,"Azure, Django, ETL, Git, REST"
FIT0571,"Airflow, CI/CD, Django, Pandas, Power BI, REST, TensorFlow","AWS, CI/CD, Docker, REST, SQL",Bachelors,6.2,2.0,0.0,0.536,"Airflow, Django, Pandas, Power BI, TensorFlow"
FIT0572,"ETL, Flask, JavaScript, Linux, Node.js, Pandas","ETL, Flask, Kubernetes, Spark",Bachelors,3.2,2.0,1.0,0.446,"JavaScript, Linux, Node.js, Pandas"
FIT0573,"GCP, Git, JavaScript, Pandas, PyTorch, Python, R, Spark","Django, Excel, Node.js, PyTorch, R",Masters,3.4,2.0,1.0,0.512,"GCP, Git, JavaScript, Pandas, Python, Spark"
FIT0574,"Azure, Docker, ETL, Git, GraphQL, NumPy, REST, TensorFlow","Git, Pandas, Scikit-learn, Spark",Masters,1.6,1.0,1.0,0.358,"Azure, Docker, ETL, GraphQL, NumPy, REST, TensorFlow"
FIT0575,"Azure, GraphQL, NumPy, Power BI, PyTorch, TypeScript","Azure, Flask, Pandas, PyTorch, REST",Masters,2.5,2.0,0.0,0.485,"GraphQL, NumPy, Power BI, TypeScript"
FIT0576,"ETL, Excel, Flask, Java, JavaScript, Pandas","Linux, Pandas, Power BI, TensorFlow",Bachelors,7.3,1.0,0.0,0.469,"ETL, Excel, Flask, Java, JavaScript"
FIT0577,"Azure, Django, Docker, Hadoop, Kubernetes, Scikit-learn, Spark, TypeScript","AWS, Airflow, GCP, Linux, Python, Scikit-learn",Masters,4.7,1.0,0.0,0.451,"Azure, Django, Docker, Hadoop, Kubernetes, Spark, TypeScript"
FIT0578,"Airflow, Azure, ETL, JavaScript, Power BI, SQL, Scikit-learn, Spark","GCP, Git, Pandas, Python, SQL, Tableau",Bachelors,3.9,1.0,0.0,0.367,"Airflow, Azure, ETL, JavaScript, Power BI, Scikit-learn, Spark"
FIT0579,"AWS, Airflow, GraphQL, Kubernetes, NumPy, R","Docker, ETL, Excel, R, SQL, Tableau",Masters,0.9,,1.0,0.337,"AWS, Airflow, GraphQL, Kubernetes, NumPy"
FIT0580,"AWS, Docker, GCP, Java, Node.js, PyTorch, Scikit-learn, TypeScript","Django, ETL, GraphQL, Kubernetes, Linux, PyTorch",Bachelors,2.6,1.0,0.0,0.328,"AWS, Docker, GCP, Java, Node.js, Scikit-learn, TypeScript"
FIT0581,"GCP, Node.js, Power BI, Tableau, TensorFlow","Django, Docker, Git, NumPy, PyTorch, React, Spark, TypeScript",Bachelors,2.8,0.0,1.0,0.234,"GCP, Node.js, Power BI, Tableau, TensorFlow"
FIT0582,"AWS, CI/CD, Kubernetes, Power BI, R, SQL, TensorFlow","AWS, ETL, R, Spark, Tableau, TensorFlow",Bachelors,3.8,3.0,1.0,0.564,"CI/CD, Kubernetes, Power BI, SQL"
FIT0583,"AWS, Azure, Docker, Linux, Power BI, PyTorch, R","Flask, Java, Kubernetes, R, REST, Tableau",Bachelors,4.7,1.0,0.0,0.391,"AWS, Azure, Docker, Linux, Power BI, PyTorch"
FIT0584,"AWS, Docker, JavaScript, Python, SQL","CI/CD, Django, Git, Java, Kubernetes, Node.js, NumPy, Power BI, TensorFlow, TypeScript",Bachelors,3.8,0.0,0.0,0.264,"AWS, Docker, JavaScript, Python, SQL"
FIT0585,"Azure, PyTorch, REST, SQL, TensorFlow","Airflow, Django, Kubernetes, NumPy, Pandas, Power BI, PyTorch, REST, Tableau, TypeScript",Masters,3.4,2.0,1.0,0.512,"Azure, SQL, TensorFlow"
FIT0586,"Docker, Hadoop, Java, NumPy, TensorFlow","GCP, Git, REST, Tableau",Bachelors,4.0,0.0,0.0,0.27,"Docker, Hadoop, Java, NumPy, TensorFlow"
FIT0587,"Azure, ETL, Power BI, REST, SQL","Docker, GraphQL, Java, NumPy, Power BI, PyTorch, R, React, Tableau",Bachelors,4.0,1.0,0.0,0.37,"Azure, ETL, REST, SQL"
FIT0588,"Excel, Git, Java, Pandas, Python, React, SQL","Django, Excel, Git, R, SQL, Tableau",,3.1,3.0,0.0,0.543,"Java, Pandas, Python, React"
FIT0589,"Airflow, CI/CD, Flask, REST, Scikit-learn, TypeScript","Airflow, Django, Flask, Git, Hadoop, NumPy, Python, R, TensorFlow",PhD,5.3,2.0,1.0,0.569,"CI/CD, REST, Scikit-learn, TypeScript"
FIT0590,"Airflow, CI/CD, Docker, Hadoop, Pandas, R, TensorFlow","CI/CD, Node.js, PyTorch, TypeScript",No Degree,4.6,1.0,0.0,0.388,"Airflow, Docker, Hadoop, Pandas, R, TensorFlow"
FIT0591,"AWS, Airflow, GCP, JavaScript, SQL, Tableau, TensorFlow","AWS, CI/CD, Excel, Flask, GraphQL, JavaScript, Kubernetes, Linux, NumPy, React",Masters,3.7,2.0,1.0,0.521,"Airflow, GCP, SQL, Tableau, TensorFlow"
FIT0592,"AWS, JavaScript, Power BI, Python, REST, React, Tableau","Airflow, GraphQL, Python, R, Tableau",Bachelors,6.7,2.0,0.0,0.551,"AWS, JavaScript, Power BI, REST, React"
FIT0593,"AWS, Docker, GCP, Git, Kubernetes, NumPy, SQL","AWS, Azure, Docker, ETL, GCP, Kubernetes, NumPy, SQL, TypeScript",Bachelors,4.6,6.0,1.0,0.888,Git
FIT0594,"Django, Linux, Node.js, NumPy, Scikit-learn, Spark","Excel, Git, R, Scikit-learn, Tableau",Bachelors,2.0,1.0,0.0,0.31,"Django, Linux, Node.js, NumPy, Spark"
FIT0595,"Airflow, JavaScript, Kubernetes, Pandas, TypeScript","Azure, Django, Excel, Node.js, NumPy, R",Bachelors,5.7,0.0,1.0,0.321,"Airflow, JavaScript, Kubernetes, Pandas, TypeScript"
FIT0596,"CI/CD, Django, Excel, GraphQL, Hadoop, REST, TensorFlow","Azure, GraphQL, Hadoop, Node.js, Pandas, React, Spark",Bachelors,0.8,2.0,0.0,0.374,"CI/CD, Django, Excel, REST, TensorFlow"
FIT0597,"Java, React, Scikit-learn, Tableau, TensorFlow","Azure, CI/CD, GraphQL, Node.js, Power BI",Masters,1.3,0.0,0.0,0.249,"Java, React, Scikit-learn, Tableau, TensorFlow"
FIT0598,"Docker, Flask, GCP, Hadoop, SQL","Docker, Linux, R, SQL, Tableau",Bachelors,1.5,2.0,1.0,0.395,"Flask, GCP, Hadoop"
FIT0599,"CI/CD, Excel, Kubernetes, Linux, TensorFlow","Flask, GCP, JavaScript, SQL, Tableau",PhD,0.0,0.0,0.0,0.21,"CI/CD, Excel, Kubernetes, Linux, TensorFlow"
FIT0600,"Azure, Git, Power BI, SQL, Scikit-learn, Spark, Tableau","AWS, Docker, Flask, Java, Power BI, Tableau",Bachelors,2.3,2.0,0.0,0.419,"Azure, Git, SQL, Scikit-learn, Spark"
FIT0601,"Airflow, Django, Excel, Java, Node.js, Scikit-learn, TensorFlow","Azure, Flask, R, Scikit-learn, Tableau",Bachelors,1.9,1.0,0.0,0.307,"Airflow, Django, Excel, Java, Node.js, TensorFlow"
FIT0602,"Flask, Git, GraphQL, Linux, Python, TypeScript","Airflow, Django, Docker, GraphQL, JavaScript, Kubernetes, R, SQL, Scikit-learn, Tableau",No Degree,0.0,1.0,0.0,0.25,"Flask, Git, Linux, Python, TypeScript"
FIT0603,"ETL, Git, GraphQL, Linux, Power BI, SQL, Scikit-learn","AWS, Airflow, Django, Flask, Python, React, Spark, Tableau, TypeScript",Bachelors,1.8,0.0,0.0,0.204,"ETL, Git, GraphQL, Linux, Power BI, SQL, Scikit-learn"
FIT0604,"CI/CD, Docker, GCP, Linux, Pandas, Tableau","Airflow, Docker, Flask, Java, NumPy, Pandas, REST, TensorFlow",Bachelors,4.4,2.0,1.0,0.482,"CI/CD, GCP, Linux, Tableau"
FIT0605,"Django, Docker, GraphQL, Linux, React","Django, GraphQL, Linux, TensorFlow",Masters,3.7,3.0,1.0,0.621,"Docker, React"
FIT0606,"GraphQL, Node.js, Power BI, SQL, Spark, TypeScript","ETL, Pandas, R, REST, SQL",Masters,3.2,1.0,0.0,0.406,"GraphQL, Node.js, Power BI, Spark, TypeScript"
FIT0607,,"Excel, Pandas, PyTorch, REST",PhD,5.8,1.0,1.0,0.484,"AWS, Django, Flask, Hadoop"
FIT0608,"AWS, Airflow, Hadoop, Kubernetes, REST","Django, Pandas, Power BI, R, TensorFlow",Bachelors,0.6,0.0,0.0,0.168,"AWS, Airflow, Hadoop, Kubernetes, REST"
FIT0609,"Azure, Django, Docker, ETL, GraphQL, Pandas, Tableau, TensorFlow","Azure, Flask, GraphQL, Node.js, SQL",Bachelors,2.8,2.0,1.0,0.434,"Django, Docker, ETL, Pandas, Tableau, TensorFlow"
FIT0610,"ETL, GraphQL, JavaScript, Pandas, PyTorch, REST, Scikit-learn, Spark","Flask, Java, NumPy, R, Tableau",Bachelors,0.6,0.0,,0.168,"ETL, GraphQL, JavaScript, Pandas, PyTorch, REST, Scikit-learn, Spark"
FIT0611,"Airflow, Azure, GraphQL, Pandas, PyTorch, Python, React, Spark","AWS, Azure, Excel, Flask, Hadoop, Linux, REST, Scikit-learn, Tableau",PhD,7.6,1.0,1.0,0.538,"Airflow, GraphQL, Pandas, PyTorch, Python, React, Spark"
FIT0612,"CI/CD, Flask, Kubernetes, R, Tableau, TensorFlow","Azure, ETL, Excel, GCP, Power BI, Scikit-learn, TypeScript",Bachelors,6.0,0.0,0.0,0.33,"CI/CD, Flask, Kubernetes, R, Tableau, TensorFlow"
FIT0613,"Airflow, Azure, Django, Excel, GraphQL, Linux, Pandas, Spark","Airflow, Azure, CI/CD, Excel, Flask, Kubernetes, Scikit-learn, Tableau",Bachelors,6.3,3.0,1.0,0.639,"Django, GraphQL, Linux, Pandas, Spark"
FIT0614,"Azure, Django, Docker, Node.js, Python, Scikit-learn, Spark","Java, Pandas, Power BI, TypeScript",Masters,1.8,0.0,0.0,0.264,"Azure, Django, Docker, Node.js, Python, Scikit-learn, Spark"
FIT0615,"Airflow, Docker, Flask, GCP, GraphQL, Java, SQL","Airflow, Django, Excel, Kubernetes, Node.js, R",,3.1,1.0,0.0,0.343,"Docker, Flask, GCP, GraphQL, Java, SQL"
FIT0616,"Excel, Kubernetes, Linux, React, SQL, Scikit-learn, Spark","CI/CD, GCP, Hadoop, JavaScript, Kubernetes, Node.js, NumPy, Power BI, REST, Scikit-learn",Bachelors,6.0,2.0,,0.53,"Excel, Linux, React, SQL, Spark"
FIT0617,"AWS, CI/CD, Docker, Excel, GCP, Git, NumPy","ETL, GCP, Git, GraphQL, Linux, R, REST",Bachelors,3.0,2.0,1.0,0.44,
FIT0618,"AWS, Git, Power BI, React, SQL","Airflow, Excel, Linux, NumPy, Pandas, PyTorch, R, REST, Spark",Bachelors,1.4,0.0,0.0,0.192,"AWS, Git, Power BI, React, SQL"
,"GCP, GraphQL, Kubernetes, Power BI, PyTorch, React, Tableau","Azure, Django, ETL, Excel, Git, Linux, Tableau, TensorFlow",Masters,5.5,1.0,,0.475,"GCP, GraphQL, Kubernetes, Power BI, PyTorch, React"
FIT0620,"Excel, Kubernetes, Linux, SQL, Tableau","Airflow, CI/CD, Django, Docker, Java, Linux, Node.js, R, REST, TensorFlow",No Degree,7.3,1.0,0.0,0.469,"Excel, Kubernetes, SQL, Tableau"
FIT0621,"GCP, JavaScript, Kubernetes, Power BI, PyTorch, REST, React","AWS, Django, Node.js, Pandas, Power BI, R, TypeScript",Masters,0.9,1.0,1.0,0.337,"GCP, JavaScript, Kubernetes, PyTorch, REST, React"
FIT0622,"AWS, Airflow, Azure, Python, TypeScript","Django, Linux, Node.js, Spark",Bachelors,8.7,0.0,1.0,0.411,"AWS, Airflow, Azure, Python, TypeScript"
FIT0623,"Azure, ETL, Java, REST, Spark","Airflow, Azure, REST, SQL, Spark, TypeScript",Bachelors,9.9,3.0,1.0,0.747,
FIT0624,"ETL, GCP, Kubernetes, NumPy, SQL","Airflow, CI/CD, ETL, Excel, Flask, GCP, Hadoop, REST, SQL, TypeScript",PhD,4.7,3.0,0.0,0.651,"Kubernetes, NumPy"
FIT0625,"Azure, Excel, Hadoop, Pandas, Power BI, PyTorch, Python","Flask, Power BI, SQL, Scikit-learn",Bachelors,4.6,1.0,0.0,0.388,"Azure, Excel, Hadoop, Pandas, PyTorch, Python"
FIT0626,"Django, Excel, Pandas, PyTorch, Spark, TensorFlow","CI/CD, Django, Flask, Hadoop, Linux, Power BI, React",PhD,5.8,1.0,1.0,0.484,"Excel, Pandas, PyTorch, Spark, TensorFlow"
FIT0627,"ETL, Flask, GraphQL, Linux, NumPy, REST, Scikit-learn, Tableau","Django, GCP, Git, Linux, PyTorch, R, React, Tableau",Masters,6.5,2.0,1.0,0.605,"ETL, Flask, GraphQL, NumPy, REST, Scikit-learn"
